Date,Category,Amount,Description
2024-09-03,Fitness,36.17,Shoes at Aldi
2024-09-03,Utilities,154.68,Snacks at Aldi
2024-09-03,Taxes,165.5,Coffee at Spotify
2024-09-03,Food,10.52,Payment at Decathlon
2024-09-03,Entertainment,33.97,Groceries at Subway
2024-09-03,Transport,13.45,Lunch at H&M
2024-09-03,Groceries,101.37,Order at Circle K
2024-09-03,Insurance,289.42,Snacks at SuperValu
2024-09-03,Food,47.53,Purchase at Spotify
2024-09-03,Subscriptions,8.5,Order at Boots
2024-09-03,Food,28.91,Renewal at Zara
2024-09-03,Transport,23.51,Coffee at Irish Water
2024-09-03,Travel,684.61,Pharmacy at Aldi
2024-09-03,Healthcare,10.73,Fuel at Three
2024-09-03,Groceries,23.1,Groceries at Boots
2024-09-03,Travel,418.59,Ticket at Circle K
2024-09-03,Insurance,245.01,Bill at Ryanair
2024-09-03,Utilities,127.03,Ticket at Amazon
2024-09-03,Fitness,117.75,Shoes at Domino's
2024-09-03,Utilities,246.43,Membership at Tesco
2024-09-03,Healthcare,392.72,Hardware at Lidl
2024-09-03,Insurance,105.73,Booking at Circle K
2024-09-03,Taxes,313.2,Ticket at Amazon
2024-09-03,Taxes,1747.55,Transfer at Specsavers
2024-09-03,Groceries,64.01,Taxi at Domino's
2024-09-03,Transport,6.89,Snacks at Lidl
2024-09-03,Insurance,232.22,Taxi at Boots
2024-09-03,Food,11.12,Snacks at Starbucks
2024-09-03,Education,391.97,Workshop at Specsavers
2024-09-03,Fitness,137.24,Payment at Lidl
2024-09-03,Insurance,326.89,Membership at Aer Lingus
2024-09-03,Insurance,279.67,Course Fee at Just Eat
2024-09-03,Fitness,123.69,Subscription at Irish Water
2024-09-03,Insurance,367.22,Snacks at Tesco
2024-09-03,Subscriptions,9.93,Lunch at Circle K
2024-09-03,Food,25.64,Subscription at Aldi
2024-09-03,Rent,2042.67,Clothes at Electric Ireland
2024-09-04,Travel,757.63,Clothes at Circle K
2024-09-04,Education,496.05,Course Fee at Dublin Bus
2024-09-04,Taxes,1296.98,Snacks at Tesco
2024-09-04,Insurance,186.7,Top-up at Boots
2024-09-04,Groceries,56.85,Transfer at Dublin Bus
2024-09-04,Rent,1525.94,Top-up at Uber
2024-09-04,Rent,996.77,Booking at Boots
2024-09-04,Gifts,44.67,Membership at Irish Water
2024-09-04,Taxes,1842.8,Lunch at Just Eat
2024-09-04,Fitness,144.89,Top-up at Google
2024-09-04,Groceries,41.68,Fuel at Tesco
2024-09-04,Education,453.94,Coffee at Specsavers
2024-09-04,Entertainment,71.15,Renewal at Netflix
2024-09-04,Food,12.1,Subscription at Gym+Coffee
2024-09-04,Food,13.81,Payment at SuperValu
2024-09-04,Transport,10.75,Subscription at Decathlon
2024-09-04,Education,194.26,Groceries at SuperValu
2024-09-04,Miscellaneous,19.47,Course Fee at Electric Ireland
2024-09-04,Insurance,70.35,Fuel at Aer Lingus
2024-09-04,Food,7.63,Lunch at SuperValu
2024-09-04,Insurance,366.44,Groceries at Irish Water
2024-09-04,Miscellaneous,68.8,Workshop at Zara
2024-09-04,Travel,761.27,Transfer at Tesco
2024-09-04,Travel,215.76,Order at Irish Rail
2024-09-04,Groceries,30.42,Clothes at Subway
2024-09-04,Travel,546.43,Dinner at Just Eat
2024-09-04,Miscellaneous,86.63,Order at SuperValu
2024-09-04,Groceries,68.38,Top-up at Apple
2024-09-04,Groceries,26.27,Pharmacy at Gym+Coffee
2024-09-04,Groceries,80.4,Course Fee at Steam
2024-09-04,Dining Out,40.75,Clothes at Just Eat
2024-09-04,Rent,1342.33,Order at SuperValu
2024-09-04,Utilities,42.79,Clothes at Bolt
2024-09-04,Transport,7.54,Course Fee at Domino's
2024-09-04,Rent,1854.9,Ticket at Circle K
2024-09-04,Fitness,84.22,Taxi at Boots
2024-09-04,Insurance,340.61,Membership at KFC
2024-09-04,Miscellaneous,158.15,Groceries at Irish Water
2024-09-04,Taxes,412.8,Booking at Tesco
2024-09-04,Rent,872.18,Clothes at Ryanair
2024-09-04,Healthcare,140.8,Snacks at Zara
2024-09-04,Utilities,90.73,Groceries at H&M
2024-09-04,Shopping,300.37,Clothes at Electric Ireland
2024-09-04,Dining Out,47.24,Snacks at Shell
2024-09-04,Healthcare,177.74,Renewal at Aldi
2024-09-04,Gifts,133.72,Dinner at Boots
2024-09-04,Gifts,40.88,Payment at Apple
2024-09-04,Rent,901.92,Top-up at KFC
2024-09-04,Gifts,132.16,Dinner at Shell
2024-09-04,Healthcare,85.47,Fuel at KFC
2024-09-04,Gifts,99.11,Hardware at Starbucks
2024-09-04,Shopping,41.78,Subscription at Airbnb
2024-09-04,Fitness,25.37,Dinner at Just Eat
2024-09-04,Travel,40.59,Shoes at Zara
2024-09-05,Insurance,244.39,Course Fee at Steam
2024-09-05,Food,30.73,Payment at SuperValu
2024-09-05,Insurance,287.98,Groceries at SSE Airtricity
2024-09-05,Entertainment,66.01,Taxi at Just Eat
2024-09-05,Utilities,150.21,Coffee at Three
2024-09-05,Insurance,90.47,Renewal at Boots
2024-09-05,Fitness,83.82,Renewal at KFC
2024-09-05,Fitness,25.62,Top-up at Bolt
2024-09-05,Dining Out,46.55,Purchase at Tesco
2024-09-05,Miscellaneous,15.26,Lunch at Domino's
2024-09-05,Miscellaneous,27.69,Payment at Tesco
2024-09-05,Entertainment,25.19,Membership at Irish Water
2024-09-05,Food,25.15,Membership at Gym+Coffee
2024-09-05,Miscellaneous,107.71,Fuel at Boots
2024-09-05,Rent,2179.94,Order at Google
2024-09-05,Taxes,1241.88,Clothes at Starbucks
2024-09-05,Healthcare,388.36,Groceries at Specsavers
2024-09-05,Healthcare,155.55,Membership at Lidl
2024-09-05,Rent,1582.48,Transfer at Amazon
2024-09-05,Rent,674.36,Coffee at Just Eat
2024-09-05,Shopping,229.46,Taxi at SuperValu
2024-09-05,Taxes,365.23,Transfer at Decathlon
2024-09-05,Education,356.3,Payment at Steam
2024-09-05,Food,13.61,Payment at Three
2024-09-05,Groceries,22.12,Hardware at Google
2024-09-05,Rent,1923.68,Fuel at Specsavers
2024-09-05,Food,7.8,Taxi at Uber
2024-09-05,Transport,15.6,Order at Specsavers
2024-09-05,Taxes,1309.01,Bill at Spotify
2024-09-05,Education,456.68,Clothes at Domino's
2024-09-05,Groceries,40.59,Shoes at Aldi
2024-09-05,Groceries,24.6,Ticket at SuperValu
2024-09-05,Subscriptions,15.7,Payment at Decathlon
2024-09-05,Gifts,69.57,Coffee at Bolt
2024-09-05,Utilities,236.01,Lunch at Specsavers
2024-09-05,Groceries,84.19,Dinner at Shell
2024-09-05,Gifts,213.06,Workshop at Ryanair
2024-09-05,Groceries,69.26,Renewal at KFC
2024-09-05,Subscriptions,21.8,Subscription at Steam
2024-09-05,Transport,7.62,Membership at Three
2024-09-05,Education,542.98,Gadgets at Spotify
2024-09-05,Food,12.79,Renewal at Bolt
2024-09-05,Taxes,1948.0,Hardware at SSE Airtricity
2024-09-05,Food,14.34,Snacks at Decathlon
2024-09-05,Fitness,119.54,Subscription at SSE Airtricity
2024-09-05,Education,300.0,Order at H&M
2024-09-05,Subscriptions,5.53,Hardware at Gym+Coffee
2024-09-05,Fitness,54.32,Subscription at SSE Airtricity
2024-09-05,Miscellaneous,109.52,Order at Apple
2024-09-05,Entertainment,55.71,Fuel at Uber
2024-09-06,Fitness,11.01,Payment at Eir
2024-09-06,Utilities,137.74,Top-up at Shell
2024-09-06,Utilities,48.18,Coffee at Apple
2024-09-06,Shopping,476.32,Hardware at Airbnb
2024-09-06,Gifts,17.89,Clothes at Google
2024-09-06,Gifts,224.48,Coffee at Apple
2024-09-06,Education,474.75,Snacks at Dublin Bus
2024-09-06,Food,18.04,Fuel at Lidl
2024-09-06,Fitness,112.01,Booking at SSE Airtricity
2024-09-06,Dining Out,33.54,Transfer at Spotify
2024-09-06,Utilities,99.65,Shoes at Airbnb
2024-09-06,Travel,426.99,Subscription at Zara
2024-09-06,Entertainment,25.06,Course Fee at Netflix
2024-09-06,Shopping,267.29,Hardware at Boots
2024-09-06,Entertainment,30.47,Taxi at Aldi
2024-09-06,Insurance,149.45,Bill at Apple
2024-09-06,Transport,12.12,Transfer at Irish Rail
2024-09-06,Dining Out,36.21,Fuel at Aer Lingus
2024-09-06,Fitness,31.03,Order at SSE Airtricity
2024-09-06,Miscellaneous,179.68,Order at Ryanair
2024-09-06,Insurance,356.34,Lunch at Lidl
2024-09-06,Miscellaneous,111.45,Subscription at Subway
2024-09-06,Gifts,171.51,Gadgets at Steam
2024-09-06,Rent,1462.14,Ticket at KFC
2024-09-06,Insurance,394.01,Clothes at Netflix
2024-09-06,Utilities,199.01,Groceries at McDonald's
2024-09-06,Healthcare,334.11,Lunch at Domino's
2024-09-06,Shopping,311.88,Lunch at Specsavers
2024-09-06,Subscriptions,29.28,Taxi at Zara
2024-09-06,Miscellaneous,189.64,Lunch at Domino's
2024-09-06,Travel,172.81,Clothes at Irish Water
2024-09-06,Insurance,52.11,Membership at Netflix
2024-09-06,Dining Out,44.64,Booking at Subway
2024-09-06,Taxes,488.1,Top-up at Domino's
2024-09-06,Healthcare,348.27,Clothes at Aldi
2024-09-06,Rent,1600.02,Groceries at McDonald's
2024-09-06,Subscriptions,10.02,Transfer at Gym+Coffee
2024-09-06,Dining Out,14.23,Clothes at Subway
2024-09-06,Rent,1599.06,Clothes at Specsavers
2024-09-06,Rent,1346.4,Clothes at Google
2024-09-06,Insurance,396.04,Course Fee at Electric Ireland
2024-09-06,Transport,21.94,Renewal at H&M
2024-09-06,Gifts,121.53,Course Fee at Electric Ireland
2024-09-06,Fitness,37.98,Pharmacy at SSE Airtricity
2024-09-06,Transport,8.29,Course Fee at Lidl
2024-09-06,Entertainment,27.25,Workshop at Bolt
2024-09-06,Rent,1812.83,Pharmacy at McDonald's
2024-09-06,Education,428.02,Order at Starbucks
2024-09-06,Rent,2072.39,Hardware at Vodafone
2024-09-06,Fitness,11.74,Hardware at Circle K
2024-09-06,Subscriptions,18.3,Membership at Irish Rail
2024-09-06,Insurance,321.03,Subscription at Steam
2024-09-06,Utilities,75.97,Coffee at McDonald's
2024-09-07,Education,52.36,Lunch at Netflix
2024-09-07,Insurance,52.22,Booking at SuperValu
2024-09-07,Food,14.5,Membership at Tesco
2024-09-07,Travel,990.38,Payment at Google
2024-09-07,Transport,23.42,Snacks at Amazon
2024-09-07,Groceries,74.59,Order at H&M
2024-09-07,Taxes,1091.11,Transfer at Irish Water
2024-09-07,Insurance,272.32,Dinner at Dublin Bus
2024-09-07,Fitness,98.13,Hardware at H&M
2024-09-07,Fitness,84.84,Membership at KFC
2024-09-07,Dining Out,21.49,Dinner at Spotify
2024-09-07,Miscellaneous,147.05,Gadgets at Ryanair
2024-09-07,Healthcare,93.64,Lunch at SuperValu
2024-09-07,Groceries,50.92,Renewal at Specsavers
2024-09-07,Miscellaneous,154.18,Subscription at Google
2024-09-07,Education,192.97,Dinner at Vodafone
2024-09-07,Dining Out,52.93,Renewal at Google
2024-09-07,Entertainment,28.2,Gadgets at Airbnb
2024-09-07,Healthcare,290.59,Fuel at Spotify
2024-09-07,Miscellaneous,184.29,Groceries at Airbnb
2024-09-07,Entertainment,39.6,Shoes at Steam
2024-09-07,Rent,1551.45,Payment at Aer Lingus
2024-09-07,Entertainment,32.09,Purchase at Subway
2024-09-07,Healthcare,322.45,Purchase at Uber
2024-09-07,Shopping,436.95,Payment at Ryanair
2024-09-07,Entertainment,36.73,Top-up at Boots
2024-09-07,Insurance,70.27,Shoes at Airbnb
2024-09-07,Education,284.28,Renewal at Just Eat
2024-09-07,Shopping,154.95,Purchase at Three
2024-09-07,Groceries,89.63,Hardware at Amazon
2024-09-07,Gifts,167.86,Groceries at Bolt
2024-09-07,Rent,720.88,Course Fee at Bolt
2024-09-07,Utilities,206.02,Payment at Dublin Bus
2024-09-07,Utilities,37.51,Shoes at Bolt
2024-09-07,Healthcare,223.49,Gadgets at Tesco
2024-09-07,Food,24.99,Taxi at Vodafone
2024-09-07,Utilities,169.03,Hardware at Bolt
2024-09-07,Insurance,259.81,Lunch at Subway
2024-09-08,Subscriptions,18.67,Dinner at Uber
2024-09-08,Insurance,243.1,Snacks at Specsavers
2024-09-08,Gifts,14.82,Pharmacy at Specsavers
2024-09-08,Subscriptions,14.2,Booking at H&M
2024-09-08,Subscriptions,8.63,Dinner at Eir
2024-09-08,Entertainment,30.69,Payment at Three
2024-09-08,Education,95.23,Booking at Eir
2024-09-08,Groceries,49.7,Dinner at Steam
2024-09-08,Food,25.43,Dinner at Vodafone
2024-09-08,Utilities,150.44,Membership at Zara
2024-09-08,Groceries,66.46,Taxi at Dublin Bus
2024-09-08,Taxes,1317.27,Coffee at Amazon
2024-09-08,Food,22.65,Hardware at Airbnb
2024-09-08,Healthcare,192.83,Taxi at Netflix
2024-09-08,Rent,945.15,Bill at Spotify
2024-09-08,Groceries,47.34,Booking at Starbucks
2024-09-08,Groceries,25.23,Purchase at IKEA
2024-09-08,Shopping,383.63,Taxi at Dublin Bus
2024-09-08,Healthcare,21.81,Groceries at KFC
2024-09-08,Healthcare,150.16,Fuel at Circle K
2024-09-08,Travel,993.86,Taxi at Electric Ireland
2024-09-08,Dining Out,30.68,Pharmacy at Irish Water
2024-09-08,Food,22.28,Gadgets at IKEA
2024-09-08,Miscellaneous,95.75,Taxi at Uber
2024-09-08,Fitness,22.66,Subscription at Amazon
2024-09-08,Miscellaneous,134.83,Renewal at Electric Ireland
2024-09-08,Fitness,55.43,Transfer at KFC
2024-09-08,Education,339.67,Clothes at H&M
2024-09-08,Dining Out,51.01,Shoes at Eir
2024-09-08,Food,13.49,Transfer at Zara
2024-09-08,Miscellaneous,98.52,Purchase at Bolt
2024-09-08,Entertainment,39.29,Workshop at Ryanair
2024-09-08,Subscriptions,13.72,Subscription at Eir
2024-09-08,Fitness,109.18,Renewal at Specsavers
2024-09-08,Travel,69.47,Bill at Dublin Bus
2024-09-08,Subscriptions,6.57,Top-up at Zara
2024-09-08,Gifts,157.64,Hardware at Shell
2024-09-08,Travel,187.13,Pharmacy at Just Eat
2024-09-08,Fitness,72.74,Workshop at Vodafone
2024-09-08,Groceries,28.65,Fuel at Just Eat
2024-09-08,Rent,2175.87,Clothes at Dublin Bus
2024-09-08,Shopping,351.66,Pharmacy at IKEA
2024-09-08,Education,186.06,Taxi at Spotify
2024-09-08,Gifts,123.71,Gadgets at Irish Water
2024-09-08,Transport,7.46,Clothes at Bolt
2024-09-08,Travel,257.45,Pharmacy at Gym+Coffee
2024-09-08,Subscriptions,15.01,Snacks at Irish Water
2024-09-08,Travel,821.51,Order at Vodafone
2024-09-08,Shopping,375.52,Bill at SuperValu
2024-09-08,Healthcare,80.8,Ticket at Boots
2024-09-08,Groceries,22.28,Booking at Ryanair
2024-09-08,Groceries,53.74,Renewal at Amazon
2024-09-08,Groceries,30.7,Snacks at Bolt
2024-09-08,Insurance,310.81,Bill at Just Eat
2024-09-08,Dining Out,38.78,Transfer at Uber
2024-09-08,Travel,966.89,Coffee at IKEA
2024-09-08,Fitness,39.97,Purchase at Specsavers
2024-09-08,Shopping,330.01,Fuel at Shell
2024-09-09,Education,106.54,Order at Irish Water
2024-09-09,Fitness,84.57,Ticket at Lidl
2024-09-09,Taxes,1482.53,Pharmacy at Shell
2024-09-09,Travel,775.28,Payment at Steam
2024-09-09,Miscellaneous,144.88,Hardware at Steam
2024-09-09,Food,27.81,Workshop at Aer Lingus
2024-09-09,Subscriptions,6.66,Clothes at Netflix
2024-09-09,Fitness,12.52,Bill at McDonald's
2024-09-09,Dining Out,28.5,Order at Subway
2024-09-09,Healthcare,193.3,Order at SuperValu
2024-09-09,Taxes,1969.0,Transfer at Dublin Bus
2024-09-09,Food,11.1,Taxi at Aer Lingus
2024-09-09,Taxes,1007.93,Payment at Aer Lingus
2024-09-09,Rent,1741.24,Lunch at Decathlon
2024-09-09,Dining Out,11.49,Taxi at Tesco
2024-09-09,Utilities,194.93,Membership at SSE Airtricity
2024-09-09,Transport,42.59,Taxi at Dublin Bus
2024-09-09,Entertainment,37.11,Ticket at Three
2024-09-09,Healthcare,288.3,Lunch at Zara
2024-09-09,Insurance,244.99,Booking at Subway
2024-09-09,Dining Out,55.67,Snacks at Dublin Bus
2024-09-09,Dining Out,30.24,Workshop at Electric Ireland
2024-09-09,Miscellaneous,158.12,Taxi at Gym+Coffee
2024-09-09,Healthcare,109.89,Course Fee at Bolt
2024-09-09,Healthcare,99.09,Pharmacy at H&M
2024-09-09,Food,14.58,Groceries at Bolt
2024-09-09,Transport,25.75,Top-up at Aer Lingus
2024-09-09,Taxes,861.74,Fuel at Irish Water
2024-09-09,Transport,8.04,Fuel at KFC
2024-09-09,Rent,1950.8,Payment at Three
2024-09-09,Miscellaneous,195.93,Lunch at Aldi
2024-09-09,Education,342.59,Booking at Bolt
2024-09-09,Taxes,667.27,Transfer at Tesco
2024-09-09,Healthcare,168.53,Fuel at Decathlon
2024-09-09,Food,60.0,Taxi at KFC
2024-09-09,Food,11.72,Hardware at Electric Ireland
2024-09-09,Travel,109.09,Pharmacy at Irish Water
2024-09-09,Transport,10.55,Hardware at Starbucks
2024-09-09,Miscellaneous,108.75,Course Fee at Domino's
2024-09-09,Dining Out,12.83,Membership at Ryanair
2024-09-09,Dining Out,36.55,Groceries at Boots
2024-09-09,Healthcare,87.37,Transfer at Circle K
2024-09-09,Transport,7.92,Snacks at Decathlon
2024-09-09,Transport,16.35,Payment at Ryanair
2024-09-09,Healthcare,135.98,Fuel at Apple
2024-09-09,Subscriptions,13.65,Order at Irish Water
2024-09-10,Shopping,294.41,Ticket at Shell
2024-09-10,Rent,1248.14,Top-up at Starbucks
2024-09-10,Subscriptions,17.89,Fuel at Decathlon
2024-09-10,Food,18.89,Dinner at Aldi
2024-09-10,Fitness,15.43,Fuel at Lidl
2024-09-10,Insurance,332.87,Groceries at Lidl
2024-09-10,Food,19.2,Taxi at Irish Water
2024-09-10,Subscriptions,33.56,Dinner at Airbnb
2024-09-10,Food,24.58,Gadgets at Spotify
2024-09-10,Food,23.25,Workshop at SuperValu
2024-09-10,Entertainment,30.43,Membership at Google
2024-09-10,Dining Out,36.68,Subscription at Zara
2024-09-10,Taxes,1924.1,Membership at Boots
2024-09-10,Fitness,134.16,Fuel at Specsavers
2024-09-10,Miscellaneous,105.97,Taxi at McDonald's
2024-09-10,Subscriptions,23.9,Renewal at Circle K
2024-09-10,Fitness,49.78,Dinner at Apple
2024-09-10,Insurance,54.28,Taxi at Aldi
2024-09-10,Utilities,151.09,Membership at Steam
2024-09-10,Fitness,41.24,Shoes at Ryanair
2024-09-10,Groceries,42.46,Order at Airbnb
2024-09-10,Food,17.68,Payment at Tesco
2024-09-10,Groceries,46.24,Workshop at KFC
2024-09-10,Travel,773.64,Transfer at Irish Rail
2024-09-10,Taxes,1444.41,Booking at Apple
2024-09-10,Fitness,145.95,Top-up at Bolt
2024-09-10,Fitness,149.0,Purchase at Lidl
2024-09-10,Utilities,108.63,Hardware at Netflix
2024-09-10,Food,17.32,Groceries at Google
2024-09-10,Insurance,226.79,Ticket at Domino's
2024-09-10,Insurance,259.65,Top-up at Shell
2024-09-10,Food,12.97,Renewal at Google
2024-09-10,Insurance,156.53,Hardware at Three
2024-09-10,Education,543.29,Top-up at Shell
2024-09-10,Rent,1172.62,Course Fee at Ryanair
2024-09-10,Utilities,127.48,Shoes at Domino's
2024-09-10,Groceries,41.31,Groceries at Steam
2024-09-10,Transport,5.44,Booking at Dublin Bus
2024-09-10,Subscriptions,8.12,Shoes at Apple
2024-09-10,Miscellaneous,195.71,Pharmacy at Irish Water
2024-09-10,Food,8.0,Shoes at Starbucks
2024-09-10,Utilities,48.02,Taxi at Google
2024-09-10,Fitness,120.15,Gadgets at Netflix
2024-09-10,Taxes,870.44,Taxi at IKEA
2024-09-10,Healthcare,215.4,Snacks at Netflix
2024-09-10,Travel,52.13,Fuel at KFC
2024-09-10,Gifts,230.82,Bill at Gym+Coffee
2024-09-10,Fitness,149.02,Coffee at McDonald's
2024-09-10,Dining Out,18.34,Payment at Starbucks
2024-09-10,Food,10.52,Fuel at Airbnb
2024-09-10,Groceries,28.05,Top-up at Airbnb
2024-09-10,Dining Out,45.88,Fuel at Boots
2024-09-10,Transport,9.43,Dinner at Lidl
2024-09-10,Gifts,169.35,Payment at Ryanair
2024-09-10,Transport,13.36,Dinner at Bolt
2024-09-11,Healthcare,149.48,Payment at Circle K
2024-09-11,Insurance,85.26,Clothes at Aer Lingus
2024-09-11,Fitness,149.18,Membership at H&M
2024-09-11,Dining Out,45.91,Shoes at Lidl
2024-09-11,Food,13.66,Pharmacy at Vodafone
2024-09-11,Dining Out,16.9,Shoes at SuperValu
2024-09-11,Transport,11.31,Subscription at Gym+Coffee
2024-09-11,Fitness,61.07,Membership at Zara
2024-09-11,Food,15.16,Booking at Google
2024-09-11,Subscriptions,17.05,Bill at Netflix
2024-09-11,Transport,9.55,Membership at Netflix
2024-09-11,Dining Out,54.84,Booking at Zara
2024-09-11,Fitness,85.27,Payment at Aldi
2024-09-11,Entertainment,30.84,Ticket at Three
2024-09-11,Fitness,134.43,Shoes at Decathlon
2024-09-11,Utilities,85.81,Transfer at Domino's
2024-09-11,Subscriptions,12.1,Payment at Starbucks
2024-09-11,Miscellaneous,192.15,Taxi at Amazon
2024-09-11,Rent,1069.03,Taxi at IKEA
2024-09-11,Shopping,188.63,Top-up at SSE Airtricity
2024-09-11,Shopping,332.3,Course Fee at Zara
2024-09-11,Rent,965.99,Ticket at Specsavers
2024-09-11,Insurance,68.43,Clothes at Specsavers
2024-09-11,Utilities,219.92,Pharmacy at Decathlon
2024-09-11,Subscriptions,9.58,Course Fee at Decathlon
2024-09-11,Fitness,57.82,Transfer at Uber
2024-09-11,Taxes,267.65,Booking at IKEA
2024-09-11,Food,21.81,Ticket at KFC
2024-09-11,Shopping,157.13,Ticket at Decathlon
2024-09-11,Insurance,144.8,Bill at Steam
2024-09-11,Food,18.83,Transfer at Uber
2024-09-11,Miscellaneous,55.62,Clothes at Boots
2024-09-11,Shopping,82.08,Shoes at Ryanair
2024-09-11,Healthcare,110.31,Purchase at Just Eat
2024-09-11,Gifts,76.39,Snacks at Specsavers
2024-09-11,Transport,12.94,Fuel at KFC
2024-09-11,Rent,810.1,Workshop at Subway
2024-09-11,Transport,10.99,Hardware at Domino's
2024-09-11,Education,96.05,Membership at Apple
2024-09-11,Rent,1691.02,Booking at Domino's
2024-09-11,Rent,1949.14,Payment at Aer Lingus
2024-09-11,Transport,18.83,Payment at Lidl
2024-09-11,Travel,175.19,Gadgets at Specsavers
2024-09-11,Groceries,37.5,Groceries at Circle K
2024-09-11,Education,95.37,Transfer at Shell
2024-09-11,Dining Out,68.58,Workshop at Airbnb
2024-09-11,Education,201.51,Transfer at Lidl
2024-09-11,Gifts,72.1,Ticket at Domino's
2024-09-11,Dining Out,22.53,Hardware at IKEA
2024-09-11,Utilities,160.25,Renewal at Domino's
2024-09-11,Travel,839.81,Dinner at McDonald's
2024-09-11,Subscriptions,8.47,Dinner at Specsavers
2024-09-11,Fitness,29.32,Transfer at Shell
2024-09-11,Dining Out,16.57,Coffee at Circle K
2024-09-11,Taxes,518.05,Subscription at SSE Airtricity
2024-09-12,Taxes,639.74,Ticket at Three
2024-09-12,Education,390.89,Renewal at Vodafone
2024-09-12,Subscriptions,9.26,Taxi at SuperValu
2024-09-12,Taxes,1431.51,Ticket at H&M
2024-09-12,Taxes,227.97,Fuel at Google
2024-09-12,Insurance,136.74,Order at Circle K
2024-09-12,Education,117.01,Snacks at Irish Water
2024-09-12,Rent,2139.45,Clothes at Steam
2024-09-12,Food,24.19,Order at Aldi
2024-09-12,Miscellaneous,89.52,Subscription at H&M
2024-09-12,Rent,1169.5,Coffee at Just Eat
2024-09-12,Utilities,107.4,Purchase at Starbucks
2024-09-12,Insurance,371.66,Shoes at Three
2024-09-12,Rent,1943.56,Shoes at Boots
2024-09-12,Entertainment,9.74,Subscription at Amazon
2024-09-12,Miscellaneous,38.32,Top-up at SSE Airtricity
2024-09-12,Travel,593.96,Pharmacy at Circle K
2024-09-12,Shopping,296.17,Gadgets at Aer Lingus
2024-09-12,Taxes,1552.0,Snacks at Circle K
2024-09-12,Rent,2173.39,Purchase at Lidl
2024-09-12,Fitness,78.45,Hardware at Specsavers
2024-09-12,Insurance,392.97,Renewal at IKEA
2024-09-12,Rent,1786.17,Fuel at Irish Rail
2024-09-12,Taxes,1718.66,Ticket at Ryanair
2024-09-12,Miscellaneous,86.53,Top-up at Aldi
2024-09-12,Gifts,230.16,Payment at Three
2024-09-12,Gifts,212.2,Purchase at McDonald's
2024-09-12,Groceries,42.59,Ticket at Just Eat
2024-09-12,Groceries,34.08,Taxi at Netflix
2024-09-12,Dining Out,25.77,Order at Subway
2024-09-13,Rent,1873.31,Groceries at Vodafone
2024-09-13,Groceries,37.59,Groceries at IKEA
2024-09-13,Entertainment,24.77,Booking at Vodafone
2024-09-13,Rent,1046.18,Ticket at Just Eat
2024-09-13,Insurance,66.67,Snacks at Dublin Bus
2024-09-13,Education,579.43,Membership at Gym+Coffee
2024-09-13,Gifts,30.7,Booking at SuperValu
2024-09-13,Food,6.64,Shoes at Shell
2024-09-13,Fitness,82.07,Membership at Decathlon
2024-09-13,Dining Out,35.18,Payment at Eir
2024-09-13,Travel,1186.45,Coffee at Subway
2024-09-13,Insurance,252.53,Payment at Boots
2024-09-13,Fitness,64.22,Coffee at Just Eat
2024-09-13,Taxes,1690.41,Hardware at Just Eat
2024-09-13,Dining Out,31.32,Coffee at Aldi
2024-09-13,Groceries,74.1,Membership at Netflix
2024-09-13,Shopping,14.4,Coffee at Airbnb
2024-09-13,Transport,17.92,Dinner at Tesco
2024-09-13,Taxes,1357.96,Clothes at Lidl
2024-09-13,Shopping,446.82,Gadgets at Shell
2024-09-13,Entertainment,57.29,Pharmacy at Dublin Bus
2024-09-13,Subscriptions,9.12,Gadgets at Vodafone
2024-09-13,Groceries,26.07,Bill at Boots
2024-09-13,Transport,13.46,Workshop at Irish Rail
2024-09-13,Taxes,906.54,Fuel at IKEA
2024-09-13,Miscellaneous,141.74,Renewal at Subway
2024-09-13,Transport,5.63,Transfer at Three
2024-09-13,Gifts,78.14,Lunch at Netflix
2024-09-13,Travel,97.43,Shoes at Just Eat
2024-09-13,Healthcare,206.15,Taxi at Apple
2024-09-13,Taxes,1859.55,Payment at Ryanair
2024-09-13,Taxes,997.08,Transfer at Aldi
2024-09-13,Rent,1471.59,Payment at Uber
2024-09-13,Transport,24.42,Bill at Just Eat
2024-09-13,Rent,1632.97,Order at Bolt
2024-09-13,Entertainment,28.64,Taxi at Apple
2024-09-13,Dining Out,16.33,Coffee at Just Eat
2024-09-13,Education,410.13,Workshop at SSE Airtricity
2024-09-13,Dining Out,26.22,Renewal at Electric Ireland
2024-09-13,Travel,78.36,Booking at KFC
2024-09-13,Rent,636.91,Hardware at Irish Rail
2024-09-13,Rent,667.59,Gadgets at Decathlon
2024-09-13,Gifts,236.5,Renewal at Boots
2024-09-13,Miscellaneous,103.48,Booking at Circle K
2024-09-13,Education,545.1,Top-up at Tesco
2024-09-13,Dining Out,16.29,Transfer at Netflix
2024-09-13,Rent,1756.27,Purchase at SuperValu
2024-09-13,Gifts,46.03,Top-up at Lidl
2024-09-13,Rent,1046.93,Ticket at Ryanair
2024-09-13,Subscriptions,13.3,Top-up at Amazon
2024-09-13,Miscellaneous,35.55,Renewal at McDonald's
2024-09-13,Fitness,43.33,Purchase at Decathlon
2024-09-13,Groceries,30.67,Top-up at IKEA
2024-09-13,Rent,611.36,Coffee at Airbnb
2024-09-13,Utilities,115.8,Lunch at Decathlon
2024-09-13,Education,253.5,Subscription at Google
